X,Y,Z
298,-2072,-528
334,-2010,-397
107,-1695,-412
32,-849,-628
99,-481,-754
266,-462,-1005
568,-561,-1247
888,-372,-1173
605,18,-273
-502,154,388
-1145,-190,251
-908,-480,-520
-409,-745,-794
-669,-922,-804
-1026,-1128,-931
-989,-1517,-838
-571,-1707,20
-625,-1828,1143
-1249,-1684,1788
-1862,-1476,1858
-2086,-1341,1360
-1936,-931,465
-1485,-329,-387
-1042,-71,-451
-579,599,253
-420,1426,918
-1089,1428,813
-1288,958,-223
-907,354,-1110
-797,133,-1260
-1196,15,-1115
-1544,-581,-938
-1417,-1110,-868
-912,-1454,-895
-946,-1467,-131
-1249,-1299,1135
-1525,-1527,1816
-1654,-1335,2338
-1291,-1023,2561
-848,-616,1837
-377,178,559
79,1105,-746
322,1521,-1533
210,1283,-2003
350,1196,-2174
844,1213,-1863
547,1114,-1338
-929,561,-746
-1716,-232,-290
-1550,-957,-170
-1320,-1322,-64
-1420,-1644,180
-1739,-2255,795
-1957,-2553,1527
-1865,-1492,1889
-1868,14,1525
-1157,913,408
-201,1049,-773
511,818,-1145
622,603,-660
342,249,-256
300,-149,-54
292,-506,96
251,-1004,-5
465,-1720,-292
619,-2199,-215
283,-2187,54
-319,-1793,291
-778,-1527,199
-282,-1069,-370
544,-562,-480
889,-388,90
737,-263,976
538,-531,1499
645,-785,1025
933,-486,-460
1058,-4,-2362
1390,471,-3473
1687,806,-3497
1807,1190,-2453
1569,1276,-1020
1151,1415,-154
830,1273,227
947,949,365
1042,827,632
719,698,1054
516,534,1266
609,222,1430
1009,11,1731
1183,39,2273
857,321,2748
303,802,2751
-40,1177,2188
-86,1593,1077
129,1863,53
431,1746,-634
552,1636,-1000
304,1381,-1030
57,724,-854
205,-26,-793
642,-521,-1000
837,-862,-1355
944,-846,-1684
666,-799,-1816
330,-891,-1579
468,-1082,-928
625,-1135,-349
841,-1089,199
1049,-794,900
1093,-573,1687
935,-186,2232
643,283,2354
605,761,1993
807,1205,1228
928,1601,455
934,1748,-193
1157,1824,-880
1659,1736,-1213
1854,1533,-1215
1619,1726,-838
963,1618,-549
938,1325,-742
1015,1031,-971
554,350,-949
539,-200,-812
1063,-487,-773
1688,-323,-470
1229,300,222
-179,583,1017
-1169,-58,1493
-1160,-1087,1331
-199,-1385,832
34,-1310,579
-563,-1033,448
-1081,-710,157
-1294,-685,68
-1307,-1097,113
-909,-1421,232
-506,-1469,405
-428,-1004,243
-824,-562,-156
-887,-438,-451
-812,-669,-673
-492,-681,-1019
361,-327,-1506
1643,-98,-1710
2627,94,-856
2288,396,636
1215,1284,1396
241,2057,1209
43,2184,402
354,1992,-598
432,1353,-968
452,907,-924
192,706,-654
-115,580,-533
-206,466,-386
-204,225,-222
-23,121,-147
-70,112,-173
-123,303,-284
-175,510,-241
-177,680,124
105,748,418
575,1022,390
856,1436,141
1124,1561,-334
1520,1509,-831
2069,1419,106
1908,1420,2696
158,1357,4621
-1129,1211,4171
-934,829,2421
-377,593,857
-433,384,-131
-647,42,-850
-540,-196,-1501
-363,-518,-1597
-264,-876,-1383
-172,-586,-944
-413,-152,-366
-870,-188,-250
-820,-331,-341
-214,-420,-344
23,-317,340
-769,-539,872
-1181,-675,622
-826,-762,316
-358,-675,571
-915,-691,1110
-1325,-782,762
-1237,-1007,-55
-557,-1401,-420
73,-1110,-458
-301,-313,-555
-730,34,-586
-189,-334,-369
727,281,-568
1190,983,-817
882,1303,-766
292,1164,-430
181,859,156
75,423,478
-258,58,683
-695,-157,527
-1194,-364,109
-1646,-960,-348
-1539,-1712,-502
-808,-1940,-136
-940,-1739,1155
-1791,-1899,2262
-2198,-1937,2521
-1619,-1374,1810
-1116,-468,986
-1251,175,329
-1065,926,-129
-791,1248,-375
-684,1050,-510
-543,696,-1165
-458,326,-1812
-526,3,-2150
-638,-95,-1782
-887,-124,-1363
-941,-417,-988
-893,-653,-813
-666,-716,-983
-388,-707,-1165
-312,-477,-685
-499,-5,177
-869,489,860
-1359,264,657
-1366,-175,279
-274,-368,-2
828,-201,-226
1216,356,-281
860,580,-265
1149,734,-520
1786,1113,-669
1856,1520,-507
1069,1270,-392
339,567,-405
-55,99,-402
-704,-173,119
-1329,-88,1309
-2120,-453,2341
-2594,-986,2383
-2361,-1311,2076
-1895,-1639,1804
-1320,-2124,1847
-607,-1696,1254
-143,-1171,361
173,-1173,28
906,-1117,-213
1398,-669,-741
1042,-192,-1052
500,-403,-735
659,-805,-295
1004,-926,12
895,-820,188
123,-733,290
-625,-666,157
-872,-520,-145
-831,-563,-631
-230,-788,-736
626,-863,-482
863,-874,-157
686,-689,-188
436,-220,-231
316,159,3
248,638,-124
404,1206,-759
713,1489,-1523
1288,1511,-1697
1786,1866,-1162
1474,2346,-91
782,2740,732
268,2510,730
196,1803,290
419,1535,-251
965,1402,-551
1280,436,-292
1750,-72,-155
2144,-48,-353
2035,196,-219
978,349,431
80,658,805
-211,734,735
-243,978,224
-394,1433,-432
-681,1395,-793
-645,834,-846
-127,424,-738
314,190,-454
340,-86,-110
316,-441,95
567,-787,-121
687,-589,-689
433,-657,-786
279,-938,-441
469,-1353,-71
888,-1396,274
1247,-974,733
1030,-442,1545
680,-203,2402
534,-31,2962
255,88,3058
20,132,2565
269,264,1222
570,464,-170
599,755,-1013
466,1247,-1605
570,1458,-1898
1133,1203,-1638
1547,1256,-1144
887,1535,-427
-33,1678,-109
-41,1317,-143
300,335,-181
522,-140,-356
1172,10,-960
1900,562,-1032
1167,936,-123
-118,1018,820
-753,635,1102
-547,-377,1002
231,-813,644
314,-705,215
-169,-253,-278
-559,174,-682
-655,299,-986
-480,-51,-1127
102,-726,-782
491,-904,-83
48,-491,645
-894,-159,864
-1209,-511,510
-791,-870,-224
-154,-998,-553
537,-1149,-365
891,-1143,329
528,-835,1431
-27,-255,2251
-407,188,2337
-274,323,1292
277,240,-222
652,228,-1383
674,417,-2125
424,642,-2401
200,739,-2158
122,412,-1692
145,329,-1540
107,496,-1351
-103,853,-1009
-275,1077,-637
-319,1331,-436
-41,1670,26
614,1587,1089
1400,1224,1973
1685,1380,2748
685,1538,2611
-83,1487,1763
164,1190,1511
643,839,1544
643,634,1504
635,379,1134
565,343,427
180,306,-28
189,67,265
371,-299,1427
-72,-403,2488
-641,-250,2281
-854,-538,782
-445,-830,-739
303,-1133,-1379
410,-1164,-1405
-72,-694,-1493
-771,-236,-1646
-1230,-246,-1618
-1131,-550,-1439
-691,-978,-1566
-62,-1552,-1501
375,-1825,-1151
424,-1735,-834
290,-1716,-529
452,-1632,-692
589,-1456,-1490
488,-1300,-2167
713,-1768,-1920
978,-1964,-1290
543,-1736,-503
25,-1292,-73
-113,-1237,-94
509,-1723,-178
1225,-2058,-287
1196,-2323,-446
450,-2014,-224
-489,-1575,20
-1247,-1658,-66
-1385,-1865,-653
-1261,-2126,-1250
-1185,-1997,-1458
-1071,-1728,-907
-933,-1366,93
-1304,-851,1383
-2019,-889,1440
-1958,-1169,333
-1078,-1495,-458
10,-1314,633
-273,-301,2783
-1424,-92,3204
-1438,-538,1389
-329,-490,-949
365,-134,-1964
-325,-295,-1671
-1308,-465,-1135
-1959,-766,-1254
-2174,-939,-2115
-1932,-1417,-2609
-874,-1791,-2083
-297,-1457,-626
-1458,-422,749
-2471,204,1131
-2844,-82,307
-2031,-860,-294
-380,-852,-576
599,-361,-659
69,65,37
-715,604,1021
-337,953,1434
68,707,1107
94,108,687
-559,-545,206
-1279,-920,-223
-2066,-1089,-501
-2264,-1111,-529
-1941,-1155,-385
-1346,-1314,326
-1171,-1386,651
-2007,-1649,318
-1905,-1487,112
-924,-781,957
-266,356,1989
-781,931,1740
-741,224,36
219,-635,-1733
917,-1127,-1984
586,-846,-1216
-528,-664,-316
-1440,-777,1
-1859,-861,-527
-1470,-1081,-1384
-1114,-1006,-2094
-195,-535,-2046
168,210,-1358
-597,705,-367
-827,794,245
-267,419,29
260,-23,-558
624,-207,-676
990,43,-370
865,1026,352
-59,1108,1004
-972,408,1076
-662,-159,768
-333,-460,490
-658,-873,564
-733,-1200,708
-69,-1190,634
469,-899,601
571,-548,590
678,-12,53
920,181,-545
1035,57,-759
1106,189,-521
1411,696,8
1703,1700,629
1570,2217,1235
769,1806,1044
509,1364,142
627,950,-642
220,500,-742
-558,250,-303
-899,-143,104
-178,-218,264
238,-195,660
-78,51,775
-292,466,472
-302,561,0
-101,403,-39
31,312,201
16,515,62
120,745,-173
506,862,-361
726,760,-245
609,970,77
64,824,192
-182,170,55
-81,-574,150
338,-638,660
271,-374,1442
-43,-340,1449
642,-883,1168
1743,-1068,1503
1856,-715,1932
1186,-184,1390
1106,323,167
1696,728,-857
2129,1009,-1223
2022,1460,-1115
1767,1706,-968
1573,1525,-878
1498,1095,-683
1406,851,-420
1308,964,-242
1171,1098,-281
1302,1085,-546
1470,815,-469
1222,212,170
709,-146,427
737,-359,173
1213,-520,-290
1678,-157,-576
1366,636,-44
556,1519,573
-8,2080,239
-95,1939,-558
211,1308,-1144
595,526,-1147
741,320,-654
271,408,147
-57,392,807
-12,210,1148
155,-55,1374
195,-72,1709
-235,-45,2314
-858,-141,2495
-1105,-308,1825
-1069,-556,964
-1206,-1054,448
-569,-1395,1006
-102,-997,1958
-485,-360,1798
-484,179,428
102,138,-987
958,149,-1497
1286,653,-1036
736,1334,-225
50,1166,426
273,330,590
891,-123,165
1008,-522,-73
951,-354,-188
1068,468,-290
819,994,-329
670,1060,-432
894,931,-723
854,942,-1256
701,540,-1633
595,155,-1883
326,38,-2076
118,161,-2353
75,349,-2139
184,850,-1229
331,1147,51
357,1145,797
-70,1249,655
-95,1248,460
352,1032,360
664,764,420
322,612,326
260,419,715
399,139,1399
229,-12,2088
-446,57,2186
-1077,-16,1831
-1054,-300,1247
-872,-202,524
-1253,97,-45
-1373,405,-436
-1145,792,-638
-847,1167,-344
-669,1273,19
-250,1121,-185
-83,1011,-610
-372,750,-673
-392,206,-376
-132,-257,-92
-104,-676,65
72,-1080,-233
975,-1220,-981
1403,-741,-1193
600,-1036,52
84,-1397,1502
-542,-1227,1442
-1100,-395,128
-1200,831,-947
-572,2204,-585
-461,3444,592
-708,3263,1223
-721,1921,574
-334,800,-567
-237,59,-1000
-397,-464,-522
-922,-433,160
-1669,-650,109
-1778,-1244,-570
-1678,-2204,-729
-769,-2961,72
-428,-2522,1066
-1322,-1905,1711
-1758,-1027,1645
-1874,-315,830
-1435,306,-325
-1063,499,-1143
-1001,344,-1553
-1264,-96,-845
-1525,-567,512
-1220,-736,1265
-720,-581,1142
-1028,-597,874
-1793,-1053,556
-1720,-1227,-190
-958,-1295,-1144
14,-1523,-1772
659,-1579,-1780
842,-871,-1248
-171,50,494
-1350,181,2168
-1733,-148,2092
-879,-206,710
469,103,-515
981,836,-1364
1038,1611,-1777
1137,2228,-1807
1317,1846,-1557
1664,1022,-1366
2109,870,-1038
1694,1053,-327
832,736,601
497,89,1510
413,-191,2225
409,-406,2670
354,-922,2758
347,-1573,2778
272,-1693,2618
-48,-1138,1946
-263,-421,1017
37,405,339
65,1246,173
-337,1785,-67
-601,1912,-803
-266,1639,-1685
338,1132,-2232
909,789,-2351
981,558,-2117
591,93,-1459
230,-370,-804
299,-872,-237
515,-888,174
71,-724,297
-662,-812,52
-787,-1240,-132
-282,-1567,-212
268,-1640,-150
705,-1248,-49
842,-608,350
811,-315,1054
423,18,1640
30,-82,1788
160,62,1302
429,569,264
757,1103,-856
1053,1527,-1761
1233,1740,-2182
1735,1252,-1935
2593,325,-939
2674,430,306
1297,1331,816
129,1754,503
41,1665,-236
445,1276,-709
526,977,-690
720,812,-571
1334,790,-225
1229,924,533
558,836,1178
281,534,1280
438,208,706
226,390,-230
-339,818,-1269
-880,1234,-1985
-1108,924,-1600
-695,262,-491
-255,350,607
-7,105,2062
-73,433,1963
-149,244,1324
-297,-214,730
-354,-440,51
-398,-278,-278
-511,-85,-344
38,-111,-673
507,-380,-491
482,98,318
119,1050,2096
-827,1588,3105
-1659,1642,2625
-1557,1289,1302
-515,1183,-2
90,970,-859
248,1068,-1378
-143,996,-1704
-339,489,-1542
38,217,-945
156,577,-69
-698,466,381
-972,168,146
-386,396,-576
284,817,-771
155,1015,-714
357,736,-490
1078,522,-496
2109,611,-691
2820,408,-236
3148,592,1274
2028,1357,2341
289,1826,2036
-664,1645,680
-428,1237,-524
146,966,-760
-175,813,-400
-535,993,-647
-472,941,-1226
-204,143,-1277
172,-537,-1326
-26,-809,-1236
-498,-564,-791
-1115,-287,-275
-1284,-614,326
-1397,-771,240
-1386,-1094,-125
-1164,-1572,-409
-513,-1962,-393
-79,-1802,-28
-280,-1553,478
-549,-2034,1159
-447,-2914,1260
-433,-3335,778
-802,-3438,196
-790,-2630,-256
-780,-1701,-29
-655,-945,167
-206,-486,52
604,-10,156
960,759,408
381,1142,424
-102,1108,260
131,837,447
-138,565,720
-872,343,374
-1074,-446,-549
-623,-1242,-1162
-265,-1377,-1143
-975,-952,-420
-1636,-813,841
-1844,-817,1715
-1783,-1014,1379
-1494,-1363,402
-1262,-1478,-321
-931,-1025,-380
-830,82,-60
-1026,574,41
-781,349,-274
-111,-192,-738
384,-721,-1146
164,-1017,-1188
-645,-1207,-518
-1248,-1208,348
-1691,-1097,678
-1931,-1041,138
-2085,-1306,-847
-1946,-1429,-1622
-1366,-1194,-1611
-1537,-633,-309
-2092,-541,1328
-2367,-854,1797
-1463,-1091,1179
-187,-925,409
761,-422,-182
765,116,-668
654,541,-1021
761,1101,-1127
816,1417,-807
601,993,-901
716,263,-1205
782,-89,-1093
-125,-96,-532
-954,-43,-57
-1333,-194,365
-1465,118,956
-1940,19,1762
-2213,-135,2124
-1742,-70,1693
-1143,-136,481
-761,-96,-630
-466,108,-1088
-186,252,-946
-119,169,-618
-113,-244,-556
291,-657,-855
829,-841,-947
1040,-875,-774
662,-968,-827
141,-1052,-851
-276,-1278,-423
-420,-1303,96
41,-1161,225
798,-1462,276
1056,-1784,26
1000,-1561,-669
1002,-455,-1165
620,551,-296
28,394,911
162,-456,1470
1082,-772,986
1731,-475,82
1779,-76,-629
1708,333,-951
1938,572,-854
2279,674,-305
1977,884,175
1147,1194,497
229,1245,430
-204,706,601
210,196,918
594,-84,872
537,289,121
432,594,-269
326,479,-160
19,240,-361
-46,58,-741
215,73,-851
248,119,-453
29,435,64
186,690,332
843,468,175
1432,126,-83
1724,-340,56
1885,-309,567
1512,-204,1061
683,-602,1241
454,-1406,1123
513,-2084,1175
282,-2089,1604
-422,-1231,1759
-1057,-330,1426
-1278,247,595
-1022,770,-392
-247,1202,-1006
250,1661,-968
240,2213,-727
214,2505,-698
524,2626,-681
1331,2589,-549
2186,2291,-215
2816,1673,29
2809,1061,276
2261,614,574
1597,215,897
857,92,918
290,-313,812
-7,-597,588
-177,-283,40
-634,336,-445
-1226,648,-575
-1462,731,-657
-1297,728,-679
-1172,710,-389
-1118,633,-53
-834,574,126
-650,349,156
-275,-355,308
441,-1176,497
848,-1369,501
406,-1227,481
-527,-848,342
-1140,-641,236
-1276,-789,310
-1099,-1150,335
-679,-1085,168
-167,-979,76
432,-596,35
613,-124,359
299,308,641
7,629,810
-4,747,775
87,698,363
442,577,-120
702,638,-792
699,891,-1478
543,1162,-1740
458,970,-1394
605,138,-787
912,-173,-733
835,0,-1208
715,562,-1464
752,1062,-1303
530,1321,-1196
87,1297,-924
362,670,-253
1225,40,662
1175,-357,1315
399,-1091,1631
228,-1712,2264
-111,-1520,1729
-590,-1104,429
-596,-1497,141
112,-1658,-297
614,-1357,-405
37,-704,-16
-797,-90,908
-958,-116,1082
-604,-599,338
-41,-569,-550
-193,-287,-914
-624,-73,-795
-1008,-66,-677
-714,-45,-1080
-140,38,-1589
59,-223,-1623
-512,-559,-1094
-782,-791,115
-982,-781,1485
-1379,-648,2465
-1576,-495,2584
-1201,-461,1849
-429,-599,976
58,-733,201
175,-422,-613
149,-213,-1073
214,-161,-1138
367,-35,-1111
352,183,-975
