X,Y,Z
49,218,-405
149,-551,162
74,-607,286
93,-29,27
-110,285,-120
-363,213,-170
-508,137,-70
-263,-61,-80
-158,302,-122
-11,445,-89
-29,695,-110
-24,758,-144
189,635,32
275,349,93
224,463,13
181,625,38
256,748,168
320,464,243
93,124,453
14,-317,748
-144,-462,643
-289,-323,385
-382,-22,-88
-434,223,-492
-521,339,-586
-223,476,-386
-200,554,-210
-39,756,-133
3,1046,4
-15,1297,86
-57,1238,345
-32,1113,378
-25,877,360
-117,669,331
288,555,218
840,384,229
1043,106,231
1149,-166,313
1229,-210,442
1090,71,562
692,556,728
269,840,988
-27,981,806
-30,930,451
12,696,66
146,502,-166
344,527,-358
422,929,-355
329,1236,-184
234,1380,69
382,1285,59
519,1093,-292
614,926,-502
638,768,-605
455,825,-559
290,1011,-106
310,1326,389
339,1424,594
297,1318,739
161,1162,647
95,1030,256
32,907,-56
-12,819,-311
-2,817,-629
-1,828,-395
-107,909,311
-140,967,977
-96,1047,1460
-98,1314,1374
96,1396,827
308,1357,168
513,1183,-519
602,980,-982
436,736,-1104
220,719,-981
22,730,-702
-248,668,-316
-410,619,48
-527,608,168
-580,712,3
-608,741,-213
-624,591,-314
-592,308,-350
-542,223,-343
-403,186,-176
-207,276,6
-30,187,106
56,32,154
171,93,137
390,370,12
301,570,190
258,681,644
376,823,982
390,943,712
211,762,230
189,496,-320
360,376,-770
487,256,-1044
426,101,-943
278,61,-478
107,171,48
-56,329,647
0,540,920
124,583,715
96,431,435
254,194,59
570,101,-390
692,104,-856
726,113,-1121
586,61,-1177
433,-65,-1072
198,-35,-748
142,113,-331
228,252,-36
236,252,202
175,196,319
292,164,243
432,104,-34
450,-30,-158
401,-51,-71
266,46,259
169,181,615
120,136,689
206,-4,666
260,-47,542
153,65,579
-108,220,885
-260,283,1191
-115,281,1053
-5,132,618
18,-26,21
-73,18,-574
-348,159,-960
-755,301,-949
-1109,343,-461
-994,389,123
-755,341,543
-529,404,737
-299,504,632
-98,509,384
43,305,102
264,108,-170
417,-81,-276
369,-164,-140
250,-142,27
258,-46,-21
184,-61,155
276,-138,129
258,-198,91
164,-161,240
108,-89,385
171,-135,386
268,-216,163
305,-253,-155
311,-321,-363
372,-375,-530
466,-299,-433
705,-230,-228
988,-210,-19
1206,-314,93
1123,-415,218
812,-459,359
529,-370,475
458,-274,417
556,-317,117
762,-437,-57
968,-630,-129
1157,-511,-225
1403,-358,-355
1646,-256,-544
1709,-108,-782
1675,27,-876
1731,94,-850
1976,92,-723
2120,48,-749
2032,-162,-985
1818,-376,-1085
1506,-309,-1039
1507,-8,-1051
1729,232,-1163
1911,283,-1382
1592,53,-1462
1314,-64,-1444
1282,-135,-948
2502,3327,2673
265,-475,-1958
904,-1087,-496
788,-852,-491
644,-656,-380
577,-343,-370
29,-811,-364
238,-711,-443
86,-1070,-383
-103,-1296,-163
-336,-919,-109
-305,-291,-253
804,733,475
1146,242,507
1345,-159,116
1413,185,202
899,-19,262
119,-416,560
26,-239,594
-28,-89,484
-221,-101,519
-128,-10,500
-216,-51,295
-235,201,116
-142,143,377
-229,-293,792
-296,-365,433
-157,-174,144
-334,-465,65
-90,-485,152
-239,-406,365
-293,-592,725
-96,-535,522
176,-755,102
-88,-419,11
-72,-703,-188
-310,-651,-801
56,-537,-682
338,-630,-349
431,-651,-317
265,-626,-636
341,-942,-880
453,-879,-254
221,-1134,203
23,-1009,85
126,-835,-99
87,-735,-60
64,-494,-36
31,-274,-17
80,-163,3
29,7,144
8,218,395
-152,382,619
-382,382,595
-386,58,756
-203,-68,958
58,-253,1293
-216,-436,1552
-981,-711,1641
-1007,-912,907
-600,-896,-33
-189,-723,-724
118,-641,-979
221,-524,-994
349,-462,-667
350,-571,-247
297,-641,-36
105,-817,45
-93,-1162,442
-343,-1295,489
-497,-919,91
-562,-427,-478
-385,-104,-1028
-101,2,-1276
-34,5,-1112
-177,-6,-869
-383,-23,-765
-134,-160,-723
-92,-352,-770
148,-440,-615
133,-535,22
-333,-683,778
-960,-649,1007
-1103,-495,966
-861,-498,856
-685,-589,788
-851,-717,682
-965,-613,184
-719,-397,-214
-446,-391,-318
-359,-338,-131
-654,-593,430
-854,-751,860
-909,-519,775
-737,-244,371
-422,-56,22
-147,-30,-145
83,-283,-188
352,-667,-198
547,-940,118
250,-1068,639
-333,-915,746
-485,-732,483
-228,-564,139
-18,-563,-79
32,-488,-63
-89,-371,-5
-235,-221,-117
-118,-183,-196
26,-159,-274
111,-134,-373
78,-3,-408
15,223,-386
32,365,-347
88,359,-252
132,332,-351
228,245,-310
243,216,-114
108,231,34
42,181,20
101,182,-2
55,84,48
25,-31,37
61,-68,-15
297,-158,382
40,-90,713
-387,-226,801
-505,-502,949
-536,-463,994
-746,-9,628
-963,444,-33
-800,710,-553
-359,595,-741
-35,229,-416
-246,-38,-71
-454,-85,-105
-435,70,-314
-388,325,-425
-384,482,-263
-508,419,50
-700,327,61
-603,307,-104
-282,416,-137
-84,357,-52
-161,166,161
-314,67,134
-234,83,-190
-246,80,-500
21,98,-378
426,-197,-186
243,-216,-249
-115,-67,-208
-381,136,-182
-170,-5,13
175,-140,381
198,-171,477
17,-226,606
-286,-235,812
-397,-338,720
-286,-476,498
-197,-586,238
-234,-532,242
-311,-477,614
-357,-492,1246
-674,-358,1612
-731,-88,1313
-772,41,527
-745,225,-50
-380,137,-362
-265,-256,-224
-280,-521,273
-295,-620,547
-211,-588,493
-199,-410,-33
-154,-76,-632
-110,228,-920
-80,334,-986
-27,399,-906
-79,398,-767
-154,347,-528
-168,284,-419
209,145,-423
331,39,-350
239,-12,-80
42,-67,159
-35,-110,120
-280,-589,-143
-10,-339,-200
309,-352,-178
-13,-448,-325
-118,-502,-557
-266,-419,-621
-255,-798,-449
-88,-1175,-226
36,-1137,33
-148,-1200,315
-262,-1156,324
-178,-819,-61
-238,-614,-430
-455,-690,-496
-640,-879,-537
-639,-898,-385
-600,-891,-57
-630,-888,263
-820,-748,528
-987,-526,504
-794,-502,312
-552,-474,150
-546,-296,-173
-647,-174,-385
-720,-247,-428
-728,-360,-540
-736,-423,-578
-816,-578,-575
-955,-659,-568
-1003,-669,-611
-1000,-732,-601
-937,-919,-412
-962,-1194,-218
-1042,-1062,-101
-1218,-751,76
-1390,-870,375
-1465,-1184,227
-1471,-1324,-194
-1419,-1311,-437
-1141,-1429,24
-1069,-802,551
-1076,-62,549
-1277,234,309
-1195,203,-242
-953,89,-857
-960,-275,-980
-1125,-602,-418
-1256,-686,159
-1256,-519,553
-1159,-236,506
-915,13,17
-694,200,-550
-737,300,-930
-831,371,-951
-848,251,-658
-713,-56,-501
-513,-273,-659
-302,-325,-872
-194,-305,-893
-438,-266,-650
-792,-382,-244
-1000,-503,24
-952,-348,-212
-528,-305,-682
-119,-395,-910
-370,-426,-792
-1015,-1006,-392
-1724,-1259,-43
-1535,-890,-183
-822,-842,-604
-360,-849,-899
-380,-561,-790
-703,-288,-1111
-819,-238,-1522
-740,-234,-1568
-663,-349,-1206
-964,-783,-645
-1280,-922,-4
-1414,-1037,803
-1502,-921,915
-1489,-552,177
-1144,-48,-664
-779,89,-1078
-648,-50,-988
-504,-224,-832
-420,-467,-420
-502,-681,-451
-297,-885,-618
-330,-765,-423
-565,-725,-110
-701,-626,-131
-757,-644,7
-707,-853,261
-545,-817,137
-323,-615,-199
-121,-344,-664
-37,-372,-954
308,-497,-888
474,-887,-438
493,-925,-165
585,-688,-301
620,-654,-487
568,-527,-678
552,-575,-687
611,-857,-703
1111,-1106,-720
1574,-1154,-694
1653,-979,-637
1479,-785,-555
1260,-435,-553
1292,-342,-377
1440,-409,-334
1504,-470,-388
1471,-370,-625
1433,-238,-822
1539,-247,-774
1628,-364,-569
1638,-484,-498
1692,-708,-624
1792,-696,-766
1889,-566,-844
1824,-504,-872
1754,-538,-818
1660,-629,-714
1605,-700,-647
1658,-797,-541
1612,-674,-503
1520,-568,-475
1484,-628,-387
1600,-696,-455
1768,-617,-605
1725,-487,-607
1714,-328,-367
1663,-284,-72
1554,-276,136
1484,-190,151
1525,-39,-2
1669,67,-195
1595,288,-60
1407,469,200
1308,546,175
1346,655,-37
1367,908,-173
1664,1059,103
1835,905,691
1642,728,922
1662,907,700
1982,1262,229
2158,1420,-152
2200,1540,-410
2241,1528,-329
2040,1224,-10
1800,1031,578
1724,1012,881
1645,996,955
1472,1116,939
1271,1316,780
1089,1455,688
934,1459,604
884,1414,482
886,1418,426
875,1421,362
888,1395,293
815,1358,352
698,1282,460
675,1186,573
630,1100,721
509,1117,733
390,1243,732
311,1221,794
251,1141,877
300,898,1001
325,576,1043
320,519,1013
354,628,649
433,590,314
669,354,381
833,190,859
418,200,1409
-43,293,1539
-55,159,1225
239,106,685
322,347,413
172,476,566
-51,522,781
-161,586,910
-193,641,882
-174,686,695
-139,725,384
-75,793,139
-9,925,11
-125,1084,5
-260,1108,41
-324,1028,150
-365,954,225
-463,875,297
-502,806,382
-544,640,436
-476,353,504
-492,79,480
-510,34,292
-496,33,41
-338,-80,34
-245,-141,240
-419,-182,512
-570,-170,539
-544,-170,401
-311,-193,414
-416,-238,459
-653,-266,396
-701,-149,263
-681,-112,469
-734,-258,984
-928,-480,1406
