X,Y,Z
68,-56,-81
50,-79,16
10,-47,25
43,-20,82
42,-83,65
23,-107,22
61,-121,-76
53,-112,-118
-1,-64,-102
-86,-14,-4
-146,-24,81
-101,-109,90
-42,-157,-31
4,-179,-67
15,-218,-64
22,-219,-45
-10,-197,-107
-20,-138,-144
-41,-115,-109
-97,-42,-70
-143,38,-71
-162,52,-50
-167,30,-46
-129,10,8
-131,-32,86
-99,-52,45
-50,-110,50
-27,-147,64
44,-192,86
52,-213,116
6,-159,150
-5,-97,78
-20,-82,85
-91,-66,141
-104,-33,126
-119,-3,64
-141,24,-42
-116,61,-104
-170,149,-195
-145,197,-209
-175,230,-227
-214,206,-211
-192,151,-102
-189,113,69
-258,71,176
-282,50,142
-261,32,103
-244,34,80
-248,44,-15
-218,51,-61
-212,48,-37
-214,-4,-19
-159,-25,-44
-128,39,-41
-203,46,14
-227,37,58
-166,37,-40
-170,53,-94
-221,54,-40
-228,46,25
-210,19,14
-180,45,-6
-162,68,-100
-157,96,-105
-165,57,-99
-175,31,-9
-154,45,2
-164,32,-2
-164,9,40
-173,27,23
-166,34,-30
-162,28,24
-130,-30,45
-103,-78,-13
-89,-79,-79
-84,-55,-158
-86,-8,-135
-118,-66,-3
-145,-97,137
-113,-105,155
-76,-113,81
-70,-27,-95
-85,56,-184
-105,73,-87
-122,70,44
-129,71,133
-113,26,118
-26,-41,87
39,-54,20
-6,-28,16
-80,-45,77
-61,-23,60
-83,14,-32
-108,48,-92
-86,30,-81
-109,34,-16
-97,26,23
-74,2,22
-56,-15,50
-49,-56,28
-12,-30,-34
-6,-22,-38
-25,-37,-26
10,-88,-9
46,-78,-66
-4,-32,-54
-35,36,-72
-26,35,-93
-20,62,-107
-13,70,-58
-36,17,5
-12,31,-10
10,38,-51
10,47,-1
-2,45,42
-22,54,-14
-38,41,2
-37,-27,153
-44,-86,157
-13,-97,-13
17,-71,-133
36,-10,-101
-55,14,75
-59,2,158
-24,-32,98
-25,-82,41
27,-106,-89
115,-81,-162
78,-25,-175
38,-17,-110
50,-22,-43
39,4,-26
54,4,17
-1,27,118
-14,34,127
-12,26,151
-39,23,149
-42,-38,111
2,-51,10
42,-75,-43
93,-96,-72
103,-135,-22
86,-129,-62
94,-71,-133
106,15,-163
13,58,-93
-24,94,-22
-43,92,20
-56,101,119
-78,92,45
-31,93,-43
28,31,-48
48,-10,42
-4,-27,131
6,-49,177
69,-76,94
96,-81,-33
100,-84,-42
104,-82,2
117,-33,-93
64,2,-84
38,4,1
26,-11,85
59,14,75
57,2,71
80,-9,3
101,-42,5
91,-29,30
84,28,-82
109,56,-127
55,74,-27
58,120,1
42,154,-32
32,135,23
8,133,108
7,113,156
1,95,134
4,95,133
8,165,130
-28,195,72
10,218,-5
50,133,14
76,154,67
47,156,69
121,126,32
165,163,-41
136,153,-21
131,136,19
171,137,59
182,132,-12
177,122,-46
193,115,-36
177,140,28
153,179,-19
155,214,1
179,170,7
187,149,85
183,172,66
157,173,76
191,139,40
212,114,-14
202,89,-24
187,12,3
259,2,-94
190,-11,-98
161,102,-155
106,207,-190
91,215,-201
72,168,-99
72,193,67
46,187,146
34,197,199
55,158,195
64,139,156
85,99,117
86,111,-5
94,93,-47
94,92,-21
42,112,-3
46,136,54
-10,123,80
8,124,76
12,134,91
24,114,82
83,68,62
68,54,55
80,58,9
101,51,-54
109,66,-89
119,56,-95
95,68,-42
83,90,-44
71,103,-58
62,115,-61
73,113,-45
67,133,45
39,135,74
54,110,51
58,90,60
57,74,37
72,36,53
92,13,31
109,-17,-35
130,-16,-70
109,-9,-16
78,37,-10
69,40,22
96,44,-55
93,73,-79
50,75,-81
39,69,-93
56,51,-108
45,39,-57
-25,43,-40
-58,79,-40
-70,100,-105
-52,73,-62
-53,33,-10
-42,30,-66
-2,24,-86
8,6,-84
48,-6,-68
25,-46,-4
-24,-8,38
-68,52,80
-96,118,97
-89,141,95
-100,154,99
-40,99,114
-50,115,116
-64,171,137
-142,153,146
-106,71,133
-92,-23,146
-86,-42,133
-44,-75,86
-38,-36,-109
-14,-13,-172
-42,9,-139
-89,52,-86
-110,98,-101
-68,47,-92
-22,34,-38
-62,32,23
-93,77,56
-113,96,108
-113,51,116
-62,45,88
-64,28,61
-91,27,74
-85,-16,34
-20,-108,3
2,-134,-108
-54,-141,-123
-106,-82,-132
-153,-23,-112
-160,40,-156
-144,132,-188
-107,106,-69
-53,18,123
-30,7,157
-32,-5,118
-45,27,146
-96,18,153
-61,38,104
-20,-4,74
-27,-45,85
-17,-114,153
-11,-104,120
-11,-107,58
42,-100,-53
31,-92,-82
-38,-66,-39
-92,-34,21
-132,-6,63
-123,4,11
-112,15,-42
-108,-21,-19
-89,-50,-50
-71,-64,-88
-59,-57,-103
-24,-74,-86
-50,-27,-73
-70,-38,-65
-32,-31,-82
-14,25,-67
-50,46,-56
-50,54,-24
-27,15,31
-16,7,95
-40,17,116
-33,-20,96
-10,-32,106
2,-48,89
-12,-26,11
9,-44,-82
4,-35,-117
11,-34,-141
-17,-18,-123
-58,4,-2
-116,-3,37
-112,-14,3
-32,-40,-45
-52,-20,-53
-57,-16,-15
-76,-35,20
-39,-60,47
3,-58,13
-4,-62,32
-15,-32,71
-6,-18,7
19,-37,-29
40,-54,-55
14,-10,-38
-32,30,-23
-62,30,26
-42,6,90
-63,3,108
-45,-16,96
-18,-28,-13
-2,-42,-62
20,-40,-97
12,-52,-87
24,-40,-73
-6,-28,-57
-4,-29,-66
-16,10,-71
-14,26,-45
-28,12,-20
-19,11,34
-24,-18,80
-6,-34,87
-8,16,17
-10,-2,-31
-16,25,-6
4,-12,-39
11,-18,13
-8,-38,57
-12,-24,49
6,-26,-21
10,-11,-49
-4,-8,-57
-45,-4,34
-57,-14,94
-22,-47,57
1,-26,-37
8,-19,-75
-14,8,-54
-8,19,-45
-29,2,-5
-18,-42,-13
22,-10,-67
-6,14,-83
-18,43,-35
-51,51,27
-106,66,95
-80,51,100
-11,-6,56
30,-43,-14
45,-47,-4
20,-56,49
16,-52,78
24,-62,19
18,-58,-49
16,-41,-47
-42,-31,20
-43,-6,15
-36,-6,28
-24,-14,78
-43,-25,63
-43,-2,14
-45,8,3
-17,36,52
-43,38,78
-16,-11,47
24,-49,-39
44,-49,-84
44,3,-117
24,-1,-128
21,-14,-66
-12,-22,-27
-30,-10,25
-52,8,65
-22,-45,59
14,-82,46
34,-89,31
26,-93,52
35,-61,11
42,-70,-10
54,-60,-49
58,-82,-9
27,-66,23
8,-50,82
-12,-44,82
-12,-42,33
12,-16,-69
-12,6,-110
-39,16,-82
-32,2,-34
-16,-20,-62
24,-36,-75
10,-42,-94
-2,-15,-69
-2,-32,-76
-10,-28,-17
2,-9,-7
16,-37,-27
68,-71,-49
72,-93,-26
42,-78,-16
24,-35,-15
64,-26,-7
80,-50,26
76,-5,2
43,6,13
60,-4,53
58,7,40
64,23,66
34,39,82
38,58,105
23,35,119
6,16,141
46,3,43
59,-16,-94
64,-4,-86
2,27,-18
-10,32,-44
32,-13,-40
27,-9,-32
-3,-3,-27
-6,-2,7
30,-5,32
32,-9,0
70,28,-45
52,21,6
44,24,0
52,37,45
57,12,91
87,3,53
109,-8,4
117,-10,-25
109,-16,23
68,4,100
68,-7,80
74,17,69
79,-21,48
92,-38,42
65,-34,-4
39,20,-21
-5,56,-35
-8,10,-76
19,-46,-71
54,-60,-67
65,-75,-109
60,-68,-132
63,-87,-110
16,-53,-33
2,-29,16
32,-20,-4
60,-23,-9
79,-4,-1
62,6,0
70,-10,28
66,-31,29
42,-19,11
58,-32,76
56,2,56
50,-24,-1
49,-23,-28
28,-4,-44
-12,20,-23
-4,22,-38
0,16,-65
46,-5,-85
27,9,-57
6,6,-21
34,-3,-8
20,-10,66
36,-26,94
65,-55,79
82,-50,46
54,-4,29
58,4,4
73,6,31
70,-16,27
82,-26,61
56,0,82
27,23,86
18,26,117
39,24,100
13,35,35
8,51,-17
6,18,-35
26,-22,-58
28,-27,-89
10,-32,-70
-65,-12,-18
-46,-18,33
-39,-30,19
-4,-42,-12
18,-52,-72
5,-24,-107
-19,0,-78
-42,14,-29
-34,8,-38
-2,-10,-49
-11,3,-81
2,-19,-58
-6,-5,-20
8,-9,-16
13,-17,42
-2,-2,66
8,-8,85
15,-6,27
46,-70,-27
77,-82,-18
72,-45,23
12,-7,44
-36,-4,67
-20,26,58
-80,52,59
-97,52,42
-70,46,38
-45,41,-22
-28,41,-70
-49,34,-87
-26,33,-52
-48,27,-41
-65,14,-11
-78,2,53
-56,14,45
-38,3,-17
-53,-25,-4
-12,-47,-5
26,-76,55
26,-56,66
8,-66,51
20,-40,33
38,-17,28
6,-7,22
-26,20,0
-40,42,-59
-23,82,-35
-38,88,100
-47,65,159
-24,17,153
30,-61,61
57,-126,-21
45,-97,-69
-16,-86,-87
-37,-67,-61
-53,-100,-85
-49,-120,-149
16,-125,-159
2,-110,-186
-20,-72,-140
-4,-84,-62
-16,-18,-6
6,4,12
14,61,29
20,87,32
46,88,50
62,90,69
57,80,87
61,53,101
72,24,117
31,19,114
24,6,102
18,-55,78
30,-62,23
12,-109,-50
14,-132,-80
16,-145,-111
-40,-87,-121
-6,-87,-104
-26,-66,-110
-36,-2,-122
-37,52,-165
-42,64,-72
-54,65,60
-19,74,63
7,67,23
28,26,79
16,17,91
16,42,142
-8,4,131
26,-48,102
66,-75,54
57,-66,-73
66,-87,-46
35,-58,-22
12,-8,-14
-12,26,10
-56,59,-15
-28,57,11
-22,36,32
2,20,-9
41,-7,-38
56,-30,-41
69,-21,-8
33,10,-20
17,7,42
6,2,77
-4,-12,82
-30,-32,-4
3,-20,-51
14,-39,-70
25,-4,-87
32,26,-144
34,42,-165
38,65,-140
19,68,-100
-24,79,-24
-56,109,74
-52,142,112
-84,104,194
-46,44,156
18,14,75
36,-34,30
57,-49,7
62,-51,-79
44,-55,-112
22,-4,-60
-18,61,-41
-79,102,-3
-89,100,14
-67,105,30
-36,112,-8
0,95,-32
-2,72,52
-6,52,35
16,-11,0
42,-71,15
38,-98,-44
21,-45,-39
-6,-2,10
-14,-32,49
6,6,-24
6,18,-17
11,9,36
-8,34,97
2,30,63
22,72,-94
-54,87,83
-60,98,89
-34,84,11
17,20,-14
23,-14,-38
41,-17,-18
33,-43,5
16,-18,-24
22,-1,-77
-10,35,-130
-8,43,-108
-42,60,-8
-86,77,70
-84,78,85
-27,55,67
8,32,35
20,-4,4
20,-10,19
38,-34,48
35,-75,62
47,-42,10
29,-59,-34
19,-36,-23
8,-34,-7
6,-4,-26
-4,17,-11
-10,3,-21
-2,-5,1
0,5,-39
0,6,-108
-32,14,-56
-18,11,-43
-64,45,-39
-20,-3,-6
10,-33,24
0,-4,1
-8,-30,37
-12,-70,42
16,-58,-88
-7,3,-127
-28,28,-81
-84,46,3
-91,54,11
-40,11,-50
-34,12,-79
-35,11,-62
-54,0,-38
-37,6,-31
-28,-8,19
-8,2,68
0,-9,99
0,-14,167
6,-64,211
40,-86,150
53,-87,82
39,-24,-3
-2,28,30
-23,12,67
16,-9,81
35,12,12
41,35,-40
21,38,17
8,32,27
-4,37,-30
-16,64,-22
-30,85,-78
-31,75,-83
-46,24,-113
-57,-42,-109
-51,-98,-181
-12,-48,-331
-8,48,-334
-101,100,-80
-216,113,227
-238,70,404
-201,20,398
-125,-18,329
-69,-59,265
-24,-87,201
-26,-77,77
-45,-73,-6
-35,-89,22
-87,-97,2
-111,-164,-137
-73,-196,-290
-82,-234,-420
-48,-192,-504
20,-78,-577
-10,82,-493
-58,213,-198
-96,243,146
-30,104,449
126,-68,550
263,-163,477
286,-179,411
198,-199,279
223,-270,-9
236,-260,-346
146,-114,-502
-47,80,-406
-181,183,-152
-202,135,103
-132,32,176
35,-36,114
151,-62,3
177,-64,-43
185,-50,3
157,-40,84
108,-4,97
43,73,79
14,136,58
-42,158,77
-48,92,162
-19,25,207
-2,-27,116
26,-64,-14
55,-67,-128
22,-52,-119
9,-50,-93
2,-38,-68
-6,-15,-88
8,-29,-41
16,-37,-25
35,-37,-66
43,-13,-75
38,14,-42
20,33,35
72,-5,45
60,-11,83
32,-44,112
45,-53,27
82,-58,-50
25,-34,-70
9,-6,-98
0,7,-75
5,36,-55
-10,34,-54
9,38,-65
35,16,-61
43,6,41
22,27,110
16,6,178
19,-48,124
68,-46,-63
66,-13,-144
26,36,-129
-24,31,-42
-24,46,21
-13,57,27
17,74,-44
40,23,-33
60,12,-51
52,12,-32
5,33,35
1,43,39
9,27,14
-3,25,32
6,19,42
19,-12,35
44,-46,37
38,-35,-24
46,-56,-16
12,-34,56
8,-32,19
8,19,-12
-10,12,-22
-7,-12,26
-9,0,28
-16,-4,31
3,2,-11
-3,2,-48
-5,23,-49
-6,18,20
3,-14,47
-3,-6,15
12,-17,27
3,-16,8
15,-8,-28
34,-25,4
27,-50,39
11,-16,-4
20,-35,-33
28,-21,-36
13,-7,-44
-4,-2,-40
-15,7,45
-30,-2,83
-14,2,-27
-6,51,-66
14,22,-68
8,43,-65
-21,14,15
9,32,25
8,13,45
24,-8,52
16,-40,61
38,-46,44
26,-47,1
38,-58,-44
-7,-36,-30
-35,-15,9
-38,-9,-14
-35,1,-52
-30,-1,-71
-36,8,-60
-16,14,-51
-20,-16,-35
-21,0,-8
-22,0,-15
-20,-11,6
-7,-25,24
16,-40,38
-2,-36,48
17,-37,37
23,-56,2
16,-56,-21
24,-46,35
18,-25,61
-13,-5,-5
5,12,8
-17,16,2
-26,7,3
-37,17,-34
-52,20,6
-48,-11,-13
-15,-27,-65
-14,-52,-94
0,-28,-66
8,-56,-41
-6,-44,15
-6,-31,1
-4,-20,4
-20,-21,22
-16,-1,38
-36,24,6
-21,45,-8
-14,43,-47
-12,51,-64
-30,46,-29
-14,22,-76
-16,22,-49
-27,28,-28
-34,3,64
-52,-34,116
-18,-104,142
39,-145,121
76,-158,55
45,-139,31
30,-105,-20
20,-92,-28
33,-78,-26
19,-56,-10
-34,-31,64
-46,3,26
-32,6,-14
-55,12,-15
-72,4,-3
-42,-12,-38
-30,-54,-78
4,-50,-48
-18,-26,-52
-26,-47,3
-25,-70,-23
-16,-84,-55
1,-40,-83
22,-10,-107
9,17,-43
-24,36,-2
-18,54,7
-16,43,61
-19,52,102
-54,50,148
-32,-9,144
11,-20,116
-19,-17,54
-8,-3,33
-4,-50,-41
-6,-72,-49
-8,-57,-83
-38,-25,-51
-59,-18,4
-72,-49,2
-71,-33,-24
-74,-29,-76
-34,5,-65
-38,-12,-33
-33,-26,16
-28,-37,-3
-12,-56,43
4,-39,69
-12,-6,56
-4,29,-23
4,-7,-28
-22,13,12
-51,14,24
-58,21,-4
-48,25,-26
-26,-6,-41
-52,-12,3
-46,-37,-5
-30,-16,-19
-42,-29,-17
-10,-45,16
0,-36,18
8,-39,-35
10,0,-60
-8,11,13
-48,22,59
-64,27,53
-44,42,57
-20,-8,4
-33,36,33
-10,12,2
-14,4,0
-8,-35,-7
20,-31,-64
22,-39,-31
-6,-10,47
-51,2,103
-36,-35,79
-22,-39,31
-16,-32,-30
-12,-37,-63
1,-46,-50
8,-58,-30
-6,-72,-26
8,-74,-47
14,-40,-34
-24,-23,-12
-34,-30,-34
-12,-10,-31
-6,32,-53
-16,41,23
-2,38,28
2,28,44
28,5,-14
40,-20,-3
28,-10,7
5,-29,54
9,-13,43
16,-18,-2
18,-19,-21
2,-6,-43
-8,-33,-10
-14,-18,-10
-4,-7,-28
2,-13,-4
14,2,-38
0,-18,6
-26,-21,22
-32,-35,-14
17,12,-14
28,-10,-23
34,-60,27
37,-42,47
16,-10,46
-4,34,4
6,39,-36
16,37,7
3,35,16
-30,26,18
-42,32,19
-18,38,-28
4,12,-38
-6,-10,-30
-6,-29,18
12,-48,-14
14,-20,27
-18,-24,32
-12,-31,1
14,-42,-7
33,-36,-74
30,-15,-53
-18,-13,-21
-46,-13,29
4,-38,16
11,-46,27
-12,1,4
-30,10,-15
-24,29,-23
-16,20,-35
8,18,-51
12,35,-49
28,38,0
8,42,61
1,37,68
39,28,70
45,-21,49
18,-16,39
8,-21,75
24,-33,25
16,-23,22
6,-46,-72
-8,-27,-65
-28,-21,-56
-20,14,-50
-58,17,-38
-66,26,-3
-28,20,23
-37,34,31
-14,-8,26
4,-14,-10
47,2,-50
62,0,-16
32,-7,50
6,-5,88
14,10,74
8,10,-3
28,36,-19
14,20,-49
-18,8,-34
-34,6,2
-46,-4,-20
-46,27,-24
-40,-17,-37
-22,-36,-63
-14,-70,-11
-51,-103,46
-30,-111,52
12,-119,14
-34,-64,-56
-22,-26,-104
-47,94,-190
-106,122,-148
-99,96,-89
-96,40,6
-107,31,8
-99,39,-11
-73,26,-81
-58,29,-65
-64,18,-53
-43,16,-4
-7,0,-16
-10,35,-31
-35,80,33
-35,87,78
-46,60,154
-30,22,177
-11,23,152
16,13,100
24,-28,89
-8,-35,63
-31,-27,23
-20,-34,-10
-27,-29,3
-31,-40,13
-7,-42,13
4,-30,41
-63,12,-14
-84,66,-61
-52,66,-125
-65,70,-137
-73,95,-52
-100,71,85
-100,66,98
-81,54,-13
-45,31,-71
-44,29,-64
-64,29,-30
-68,30,31
-46,-14,40
9,-61,-23
44,-96,-56
34,-78,-24
12,-65,36
0,-42,47
-14,-18,-2
-39,-4,3
-48,45,12
-61,14,0
-48,41,12
-57,55,5
-40,23,-2
-4,-21,-7
7,2,1
28,-13,-18
35,-30,1
10,-8,49
20,-10,80
36,-12,46
16,7,46
4,3,28
-9,19,-16
5,4,-20
16,-52,-20
24,-44,-23
-24,-28,-38
-17,-16,-46
0,-28,-48
-22,-12,-65
-8,-12,-65
-2,16,-71
-17,38,-34
-40,54,-25
-18,36,-37
26,22,-1
34,4,25
46,-21,25
48,-46,45
22,-22,-10
50,9,-42
10,52,-3
8,95,33
-1,91,138
20,19,246
66,5,226
66,-22,160
0,-88,124
8,-141,66
30,-99,-138
40,0,-288
-42,1,-162
-8,-34,-122
60,-50,-83
71,-46,-70
75,-25,-92
99,2,-87
76,2,41
-8,30,166
-6,43,165
12,62,83
56,33,16
68,0,-65
71,-6,-55
22,11,-9
26,-7,29
20,-27,1
58,-37,32
6,-68,47
2,-78,77
-8,-124,80
30,-154,-17
28,-122,-100
18,-76,-111
-14,-43,-152
-62,-20,-113
-53,8,-83
-20,36,-107
4,26,-52
-4,40,58
0,28,117
-3,18,116
-18,2,72
-25,45,-19
-21,12,54
-60,2,134
-90,-86,194
-80,-90,196
-69,-58,99
-37,-36,-67
-43,-21,-91
-31,-38,-23
-52,-34,4
-32,-54,-34
-14,-48,1
-18,-52,60
41,-122,64
98,-131,24
90,-65,-50
82,-67,9
79,-81,41
66,-110,92
44,-143,108
16,-161,106
12,-161,28
45,-185,-115
8,-149,-169
-5,-141,-164
10,-134,-153
38,-57,-220
32,42,-254
-31,136,-232
4,153,-183
16,122,-36
32,95,98
28,55,175
34,-18,234
73,-100,208
122,-147,123
103,-116,42
96,-104,-13
82,-102,-86
90,-70,-96
57,-34,-98
0,25,-77
-22,41,33
-46,12,128
-65,-4,106
-48,-4,52
-4,-35,-25
40,-45,-66
54,-51,-36
44,-98,52
59,-68,79
53,-64,-12
43,-34,-78
51,-60,-61
27,-26,-25
-12,2,102
-25,-7,85
0,22,17
44,22,-75
32,10,-63
58,-7,-40
76,-36,-23
83,-41,52
57,-88,45
72,-72,90
37,-68,46
43,-12,12
45,-8,-41
43,-12,-31
45,-14,-25
32,-29,-12
24,-51,5
57,-64,-39
49,-3,-104
42,17,-91
6,30,-44
-20,16,34
-12,3,32
26,17,-40
21,10,-67
63,-9,-43
31,-43,-17
58,-58,37
14,-26,59
34,6,40
39,14,-25
36,35,-18
20,-12,27
36,-21,27
21,-1,47
26,16,27
11,32,-14
26,40,11
-11,49,59
12,24,70
44,4,24
45,16,40
26,8,32
40,-19,-10
52,-23,-48
58,-49,-12
6,-10,15
-20,8,15
-29,16,15
-8,14,-67
-10,36,-81
6,18,-96
-1,38,-53
-20,26,-47
0,12,-5
-2,2,-9
14,16,-24
22,-9,-29
26,-4,-23
16,4,2
16,22,26
35,16,36
16,10,84
-13,32,68
-17,8,50
21,-11,4
20,-21,-15
7,-13,-67
-4,-9,-10
-29,-27,-2
-16,-5,-43
-10,-20,-45
6,-4,-40
4,6,-9
-3,20,-14
2,28,38
-15,44,37
19,44,52
-1,47,58
-13,40,85
-10,51,79
-25,26,41
-1,8,-2
2,-17,-73
18,-26,-64
4,-34,-78
-23,-37,-22
-25,21,19
-29,34,-36
-2,40,-58
-1,19,11
-20,4,97
-60,8,141
-26,-20,87
32,-38,10
30,-26,-42
-17,-12,-32
-14,12,-30
-26,-6,-37
-26,4,-32
-42,24,-19
-46,26,-2
-50,29,14
-50,31,-26
-38,-2,2
-26,14,3
-46,0,-23
-22,-12,17
-27,-27,3
-30,-32,-39
-3,-63,-2
-10,-71,24
-31,-49,-2
3,-67,-4
23,-76,5
-3,2,14
-12,-2,-12
-6,30,-18
-14,51,-17
-26,26,51
-20,16,77
30,-30,85
24,-74,48
15,-72,-9
20,-61,-65
32,-77,-87
19,-25,-82
-3,14,-101
-17,32,-36
-48,40,42
-44,49,20
-11,34,-3
20,50,-43
4,51,-2
-4,88,8
1,45,102
15,14,80
2,26,78
18,14,41
33,24,-45
40,49,-81
26,27,-63
-5,-6,38
-80,-58,145
-107,-117,211
-75,-91,93
-19,-93,-94
0,-61,-202
-27,-47,-195
-24,-16,-156
-14,35,-111
-33,58,-122
-20,64,-67
-28,83,24
-46,103,143
-55,121,131
-18,89,101
-24,82,18
10,39,62
-20,23,102
-25,-20,126
-16,-46,88
13,-47,50
26,-67,-45
12,-50,-105
4,-31,-110
-34,-20,-66
-77,2,-44
-54,4,-63
-52,-26,-65
-21,-37,-42
-6,-39,30
-16,-10,37
6,-16,8
33,-49,-46
38,-56,9
-8,-24,42
-12,-12,7
-18,14,-19
6,27,-19
-39,16,23
-34,42,27
-30,26,7
9,20,-77
10,26,-48
-4,50,-42
-22,68,44
-53,44,93
-12,29,64
21,16,28
27,20,15
22,-1,-8
16,-10,-11
22,-4,-6
11,-2,22
-11,12,33
-11,10,7
3,28,37
-20,24,47
-8,6,15
10,-10,-9
6,2,-48
0,4,-18
4,-10,9
9,-18,-7
23,-28,59
-20,-14,26
-11,2,-9
-4,20,-81
11,-3,-85
-47,2,-40
-48,15,29
-52,14,-12
-2,-10,-67
56,-24,-91
47,-23,-94
27,-13,-45
18,14,43
-6,10,141
2,6,117
25,0,70
47,-4,-5
46,-16,-35
29,-10,-46
4,6,-3
-5,16,-13
20,22,-52
11,0,-45
7,5,4
18,-9,50
24,-20,56
16,-51,70
18,-36,61
20,-30,39
20,-80,54
36,-33,-40
9,-30,-104
30,-4,-127
30,-12,-122
-2,12,-36
-28,46,-8
-4,20,-13
16,12,-46
36,-30,-26
35,-61,16
23,-26,59
16,-12,44
30,-10,20
46,36,-22
24,39,-13
10,35,40
-6,48,79
-5,28,85
5,39,71
1,8,35
-10,12,16
12,16,36
-2,-12,24
-4,-40,26
15,-42,15
2,-48,-83
14,-41,-105
-2,-64,-84
-18,-53,-53
0,-34,-39
-26,-23,-4
-42,0,14
-32,-1,26
-7,-31,8
7,-24,-24
24,-24,-27
12,-16,-23
-10,-4,-20
-13,-4,7
9,10,37
-3,-4,35
3,8,14
10,-3,-10
40,-7,-38
31,-4,-20
12,3,-8
-5,18,30
-4,6,7
-8,2,13
-11,22,-19
14,8,-17
26,11,-4
44,12,-8
41,10,-9
42,26,19
37,35,39
20,0,59
8,6,105
-9,-8,82
28,-24,-9
19,-43,-41
3,-43,-38
-12,-45,-32
-4,-23,-43
28,-23,-60
2,-33,-37
-2,15,-37
-6,22,-25
6,10,-7
4,10,8
18,-4,67
18,6,39
6,-12,-21
20,-17,-58
-14,-10,-50
18,8,-11
20,-15,-8
16,-22,32
34,-51,117
-2,-67,130
17,-77,75
42,-90,28
73,-93,-63
70,-77,-78
18,-61,-75
-18,-6,-55
-22,30,-32
-20,46,-26
-23,12,21
6,-26,18
40,-42,-2
58,-36,-71
58,-23,-77
60,-48,-18
43,-36,35
56,-10,66
47,-9,73
76,8,30
65,10,-1
53,4,56
38,7,49
23,-6,24
18,3,13
-14,-5,-38
6,-6,-72
16,-20,-81
2,-20,-54
10,-10,-59
-16,1,25
8,-9,22
-2,-13,39
-4,-17,54
2,-50,90
14,-56,108
1,-56,75
18,-59,12
24,-89,-22
20,-72,-94
12,-68,-77
-2,-50,-51
-4,-48,-25
-20,-4,-23
-40,-24,6
-20,-22,-21
-16,-34,6
10,-53,-28
28,-65,-29
-2,-82,-22
4,-53,29
8,-24,-7
-2,-20,-69
20,2,-59
3,16,12
-40,38,106
-36,39,56
-14,56,-10
6,19,-1
24,-18,-22
34,1,18
34,-33,-39
36,-31,-36
-14,-43,1
-44,2,85
-65,20,112
-42,6,58
-2,6,-29
16,20,-43
22,-15,-64
36,-5,-27
14,9,-2
-32,-6,11
-35,19,27
-12,5,-15
18,-32,-8
6,-21,-8
-2,-34,-1
-24,-57,5
-24,-44,-15
-18,-52,-35
-28,3,-48
-49,-9,-67
-62,0,-10
-68,48,-33
-75,53,-63
-55,72,-84
-56,67,-34
-74,33,52
-58,-10,91
-12,-85,93
-8,-126,54
2,-144,-6
46,-145,-51
45,-130,-4
-6,-130,29
8,-123,15
-13,-81,-13
-45,-66,12
-40,-53,14
-48,-22,6
-44,-13,-25
-39,6,-18
-47,12,-28
-39,45,-24
-23,71,3
-22,75,8
-14,46,57
16,32,82
-4,44,95
-6,60,83
2,25,29
9,-2,78
-12,-4,43
10,-38,-10
-15,-29,-67
-7,6,-90
-24,-20,-58
-39,0,-26
-32,-17,22
-56,-33,6
-33,-11,-19
-36,10,-42
-25,-6,-22
-30,-22,-33
-38,-16,-32
-21,-34,-14
2,-22,-19
-12,8,-17
11,-31,-13
1,-48,51
7,-66,60
-9,-83,94
-30,-66,39
-44,-24,-73
-21,-10,-138
-6,40,-172
-48,98,-122
-65,109,-18
-115,121,95
-92,73,131
-16,47,73
15,48,47
-12,68,20
-4,42,16
31,23,-11
5,-4,16
0,-2,35
-38,32,71
-34,-13,32
3,-27,-11
27,-54,-29
-2,-36,-14
-50,-13,-11
-42,-4,-36
-18,-11,-50
-20,27,-53
-30,18,-30
-68,39,-27
-50,-27,-8
12,-71,23
24,-86,0
32,-124,-17
27,-147,48
-7,-123,75
-30,-113,34
-16,-145,0
-2,-111,-60
-10,-108,-51
-54,-82,-34
-95,-67,-50
-85,-87,-59
-34,-60,-29
-73,-30,-64
-86,-20,-28
-64,-49,25
-44,-51,13
-68,-61,76
-38,-71,60
-28,-84,54
-10,-107,21
-16,-81,-17
-14,-82,-20
-32,-62,59
-75,-93,73
-64,-81,46
-66,-68,0
-67,-99,-43
-46,-85,-55
-60,-60,-84
-90,-15,-94
-101,4,-67
-70,12,-76
-75,13,-12
-53,-16,74
-45,-17,130
-28,-55,112
2,-99,34
2,-94,-52
-30,-92,-77
-51,-53,-86
-55,-42,-116
-57,-23,-113
-72,-9,-22
-83,5,18
-62,7,74
-60,-10,87
-50,-26,96
